hanoi_tulien,108
hanoi_quangan,160
hanoi_xuantao,97
hanoi_xuandinh,173
hanoi_conhue,149
hanoi_caugiay,155
hanoi_ochodua,162
hanoi_cuanam,170
hanoi_hangbai,152
hanoi_ngoclam,163
hanoi_ngocthuy,165
hanoi_minhkhai,63
hanoi_tayho,171
hanoi_vandien,132
hanoi_socson,66
hanoi_daidong,167
hanoi_quocoai,108
hcm_q1,146
hcm_q10,61
hcm_thaodien,116
hcm_tanphu,74
hcm_govap,151
danang,62
quangninh_uongbi,67
haiphong,146
halong,79
daocathai,112
baria,75
vungtau,64
phuquoc_nam,80
